PASSKEY;stationtype;runtime;heap;dateutc;tempinf;humidityin;baromrelin;baromabsin;freq;model;interval
23403E536FD6E3B6938DE8F98B0CF847;GW1100A_V2.4.1;8;21536;2025-07-27 09:47:13;73.94;63;29.843;29.619;868M;GW1100A;60
